Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
5609-IMCGG,1,United States,California,Suisun City,94585,"38.197907, -122.017258",38.197907,-122.01725800000001,Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes
4727-MCYZG,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,Male,No,No,No,1,Yes,No,DSL,No,No,No
9481-WHGWY,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.91206100000001,Female,No,Yes,Yes,70,Yes,No,DSL,Yes,No,No
4328-VUFWD,1,United States,California,Vallejo,94591,"38.105733, -122.186338",38.105733,-122.18633799999999,Female,No,No,No,39,Yes,No,DSL,No,No,No
3301-LSLWQ,1,United States,California,Vallejo,94592,"38.093701, -122.276589",38.093701,-122.27658899999999,Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No
7473-ZBDSN,1,United States,California,Walnut Creek,94595,"37.862128, -122.075197",37.862128000000006,-122.075197,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service
3166-PNEOF,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.05278200000001,Female,No,No,No,61,Yes,Yes,DSL,Yes,No,Yes
5639-NTUPK,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916647999999995,-122.00848300000001,Male,No,No,Yes,13,Yes,No,DSL,Yes,No,No
8780-YRMTT,1,United States,California,Yountville,94599,"38.421458, -122.365048",38.421458,-122.365048,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes
5140-FOMCQ,1,United States,California,Oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes
6242-SGYTS,1,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,-122.175602,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No
8166-ORCHU,1,United States,California,Oakland,94605,"37.758019, -122.138678",37.758019,-122.138678,Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No
8414-OOEEL,1,United States,California,Oakland,94606,"37.792489, -122.244314",37.792489,-122.24431399999999,Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes
8454-AATJP,1,United States,California,Oakland,94607,"37.80707, -122.297401",37.80707,-122.29740100000001,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
4531-AUZNK,1,United States,California,Oakland,94610,"37.808731, -122.238708",37.808731,-122.238708,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No
4191-XOVOM,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.21600500000001,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No
2150-OEGBV,1,United States,California,Oakland,94612,"37.809014, -122.269739",37.809014000000005,-122.26973899999999,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service
1855-CFULU,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Female,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service
4878-BUNFV,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553000000004,-122.197175,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service
1872-EBWSC,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009000000005,-122.28622800000001,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service
7026-YMSBE,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871415999999996,-122.246597,Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service
6997-UVGOX,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.29519199999999,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes
9674-EHPPG,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.27939099999999,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes
5440-VHLUL,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.30370800000001,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No
5781-BKHOP,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
5213-TWWJU,1,United States,California,Richmond,94804,"37.921034, -122.341798",37.921034000000006,-122.341798,Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes
8628-MFKAX,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.34263500000002,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
7629-WIXZF,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,No,No,No,7,Yes,No,DSL,Yes,No,No
5445-GLVOT,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946616999999996,-122.563571,Female,No,No,No,22,Yes,No,DSL,Yes,No,No
3976-HXHCE,1,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885628999999994,-122.46858,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service
2466-NEJOJ,1,United States,California,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service
0254-KCJGT,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165000000005,-123.037957,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes
5472-CVMDX,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,68,No,No phone service,DSL,Yes,No,Yes
6461-SZMCV,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.51169399999999,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes
8150-QUDFX,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.347190000000005,-122.697822,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service
9508-ILZDG,1,United States,California,Dillon Beach,94929,"38.24458, -122.956268",38.24458,-122.956268,Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No
2346-DJQTB,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873,Female,No,No,No,35,No,No phone service,DSL,No,No,No
1697-LYYYX,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215000000005,-122.71874199999999,Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service
1942-OQFRW,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.68944199999999,Male,No,No,No,1,Yes,No,DSL,No,No,No
9640-ZSLDC,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes
4231-LZUYM,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082000000004,-122.53236899999999,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service
6128-AQBMT,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,Male,Yes,Yes,No,41,No,No phone service,DSL,No,Yes,Yes
3594-BDSOA,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112165999999995,-122.63438400000001,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service
5133-VRSAB,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209000000005,-122.775567,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No
5996-DAOQL,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
6838-YAUVY,1,United States,California,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77871999999999,Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes
0484-JPBRU,1,United States,California,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,Male,No,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service
7883-ROJOC,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264000000004,-122.830646,Female,No,Yes,No,19,Yes,No,DSL,No,No,No
0244-LGNFY,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes
7274-CGTOD,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.004740000000005,-122.66371699999999,Male,No,No,No,62,No,No phone service,DSL,Yes,Yes,Yes
4295-YURET,1,United States,California,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642,Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No
4635-EJYPD,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.90104099999999,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service
1866-ZSLJM,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service
4636-TVXVG,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service
4236-UJPWO,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,Female,No,No,No,2,No,No phone service,DSL,No,No,No
9392-XBGTD,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service
6402-SSEJG,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.09038600000001,Female,No,No,No,25,No,No phone service,DSL,Yes,Yes,Yes
1169-SAOCL,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902000000005,-122.10000600000001,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No
1110-KYLGQ,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689000000005,-121.954567,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes
9929-PLVPA,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.95286399999999,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service
3518-PZXZQ,1,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,Female,No,Yes,No,1,Yes,No,DSL,No,No,No
2371-JUNGC,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service
7693-QPEFS,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.23716200000001,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No
0924-BJCRC,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089110999999995,-122.06221299999999,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No
5074-FBGHB,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes
2351-BKRZW,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.52895500000001,Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes
4455-BFSPD,1,United States,California,Hollister,95023,"36.875409, -121.279679",36.875409000000005,-121.279679,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No
3948-KXDUF,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.94561100000001,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes
2323-ARSVR,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes
0815-MFZGM,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes
5480-XTFFL,1,United States,California,Mount Hermon,95041,"37.051166, -122.056194",37.051165999999995,-122.05619399999999,Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service
8295-FHIVV,1,United States,California,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service
9086-YJYXS,1,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes
1179-INLAT,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service
7909-FIOIY,1,United States,California,Santa Clara,95051,"37.348129, -121.98469",37.348129,-121.98468999999999,Female,No,Yes,Yes,19,No,No phone service,DSL,No,No,No
6351-SCJKT,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes
5468-BPMMO,1,United States,California,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service
0197-PNKNK,1,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes
2439-QKJUL,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257771999999996,-122.051824,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service
1194-SPVSP,1,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.94646100000001,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
9534-NSXEM,1,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931653999999995,-121.75238300000001,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service
8929-KSWIH,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265000000005,-121.827673,Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes
2250-IVBWA,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827000000005,-121.883119,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No
1810-MVMAI,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes
9506-UXUSK,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No
1229-RCALF,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes
3572-UOLYZ,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.88983799999998,Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes
1429-UYJSV,1,United States,California,San Jose,95119,"37.233226, -121.78809",37.233226,-121.78809,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service
6366-XIVKZ,1,United States,California,San Jose,95122,"37.32886, -121.834567",37.32886,-121.83456699999999,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes
3470-OBUET,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758000000004,-121.828375,Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No
2770-NSVDG,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.92303700000001,Male,No,Yes,No,24,No,No phone service,DSL,No,No,Yes
9375-MHRRS,1,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926000000004,-121.89476299999998,Male,No,No,No,6,Yes,No,DSL,No,No,No
4860-YZGZM,1,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.93628500000001,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service
6599-GZWCM,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No
5533-NHFRF,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,Male,Yes,No,No,7,No,No phone service,DSL,No,Yes,No
7037-MTYVW,1,United States,California,San Jose,95133,"37.371862, -121.860349",37.371862,-121.860349,Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes
4760-THGOT,1,United States,California,San Jose,95134,"37.42765, -121.945416",37.42765,-121.945416,Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No
4016-BJKTZ,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes
6584-VQMYT,1,United States,California,San Jose,95138,"37.246064, -121.749494",37.246064000000004,-121.749494,Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No
9838-BFCQT,1,United States,California,San Jose,95139,"37.218705, -121.762429",37.218705,-121.762429,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service
2790-XUYMV,1,United States,California,Mount Hamilton,95140,"37.382909, -121.634151",37.382909000000005,-121.634151,Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No
0581-MDMPW,1,United States,California,San Jose,95148,"37.339533, -121.777179",37.339533,-121.777179,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes
1023-BQXZE,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes
9163-GHAYE,1,United States,California,Stockton,95204,"37.974498, -121.319568",37.974498,-121.31956799999999,Female,No,No,No,15,Yes,No,DSL,No,Yes,No
3904-UKFRE,1,United States,California,Stockton,95205,"37.965695, -121.260051",37.965695000000004,-121.260051,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No
5353-WILCI,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902421999999994,-121.44002900000001,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No
0058-EVZWM,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.34804799999999,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No
7009-PCARS,1,United States,California,Stockton,95215,"37.946282, -121.139499",37.946282000000004,-121.139499,Male,No,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service
0519-DRGTI,1,United States,California,Stockton,95219,"38.029729, -121.387999",38.029728999999996,-121.387999,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service
1017-FBQMM,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.23503400000001,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No
